inline-comment-id,# Comment,Question,Main Question,Final Label
c5dadaa8_ac4c6b20,473,"What does this try/except block do?

I don't see how an exception would be raised because the loop goes through psutil.process_iter(). Is it because of a race condition when a proc gets killed before accessing proc.<something>?
",Is it because of a race condition when a proc gets killed before accessing proc.,request for confirmation
4a7c37a4_b5166034,474,"Not possible to extends Version directly ? is it to said that Brest has also categorie from Arzon ?
",Not possible to extends Version directly ?,request for confirmation
4a7c37a4_b5166034,475,"Not possible to extends Version directly ? is it to said that Brest has also categorie from Arzon ?
",is it to said that Brest has also categorie from Arzon ?,request for confirmation
22dbb13a_dd12ebe6,476,"@Nonnegative?
",@Nonnegative?,suggestion
fd7f7c1f_e429f081,477,"This should superceede the if() below. Remove the if() statement below then?
",Remove the if() statement below then?,suggestion
3c5f5acd_a603062e,478,"is there really no better way of doing this ?
",is there really no better way of doing this ?,anger
0bc5eecd_b9e2e3ea,479,"how about:
mParantalControlsSwitchYesItem
","how about:
mParantalControlsSwitchYesItem",suggestion
2376644b_2e7fe794,480,"What about if an already Jack server is running?
",What about if an already Jack server is running?,hypothetical scenario
376dbe11_361b1870,481,"Could these be final and initialized here instead of on lines 58â€“59 below?
",Could these be final and initialized here instead of on lines 58â€“59 below?,suggestion
3af21056_e329ac7b,482,"Can you add a real link please?
you can use r.android.com/238790
",Can you add a real link please?,request for action
565c0b05_2dfb2542,483,"Ok.  Can you design some generic API so I can use it for Bluetooth?  I am still confused.
",Can you design some generic API so I can use it for Bluetooth?,request for action
bcc9ae46_6b05611f,484,"Replying to myself, I think it is an issue for binary compatibility, because Ia, Ib and Ic can reside on different jar compiled with different version and loaded dynamically. So, can not be really on by default, but only activated on a 'all word' knowledge compilation. Does it make sense?
",Does it make sense?,request for opinion
3cf3ffac_79a10230,485,"I checked my bullhead and angler and ro.build.product both contained 'bullhead' and 'angler' respectively.
Under what circumstances does ro.build.product return the wrong thing?
",Under what circumstances does ro.build.product return the wrong thing?,request for information
7c0657a0_0bfd6149,486,"Timestamp when the header was generated?
",Timestamp when the header was generated?,suggestion
AAAGPn%2F%2F%2Fs8%3D,487,"why do blank lines show up as code changes?  Pls avoid this.
",why do blank lines show up as code changes?,criticism
O9CRImy0,488,"Is newValue always a String, or is this an assumption you can make when you know the attribute is layout gravity? Below (for layout_height) I see a cast to String under the comment ""can be a constant or integer"" which sounds risky.
","Is newValue always a String, or is this an assumption you can make when you know the attribute is layout gravity?",request for information
RvA-VTd4,489,"these function-description comments are mixed between headers and c files. is there a reason for that?
",is there a reason for that?,criticism
TRf2lB-Q,490,"is getAbsolutePath() necessary here? I think it does some expensive things. It would be better if we just make sure to use getAbsolutePath() when creating the root resource folder parents, such that all children inside can just be appended to the raw absolute path. Even if there are symlinks inside the resource folder, I don't think we need those resolved to the raw location here?
",is getAbsolutePath() necessary here?,criticism
9221ca33_fc24453e,491,"Why do we need this?
If LOCAL_PATH matches directory_is_64_bit_blacklisted, we'll build for only 32-bit and static_library.mk/shared_library.mk/executable.mk will set ""LOCAL_2ND_ARCH_VAR_PREFIX := $(TARGET_2ND_ARCH_VAR_PREFIX)"", which in turn will call local-intermediates-dir with $(2) set.
",Why do we need this?,request for rationale
8f9e016b_303b01b2,492,"Is it better to have an array and a range check?
",Is it better to have an array and a range check?,suggestion
cafaac81_2fec65e1,493,"does this work for glibc? they have a FORTIFY snprintf too, don't they? or is this a clang problem?
",does this work for glibc?,request for information
cafaac81_2fec65e1,494,"does this work for glibc? they have a FORTIFY snprintf too, don't they? or is this a clang problem?
","they have a FORTIFY snprintf too, don't they?",request for confirmation
cafaac81_2fec65e1,495,"does this work for glibc? they have a FORTIFY snprintf too, don't they? or is this a clang problem?
",or is this a clang problem?,request for confirmation
bf1dbc5e_1aa99db1,496,"extern ""C"" but using bool without <stdbool.h> and no conditional around the extern ""C""?

  #include <sys/cdefs.h>
  #include <stdbool.h>

  __BEGIN_DECLS
  __END_DECLS

?

also, wouldn't you rather use uint32_t and int32_t than implicitly-sized types?
","extern ""C"" but using bool without <stdbool.h> and no conditional around the extern ""C""?",surprise
bf1dbc5e_1aa99db1,497,"extern ""C"" but using bool without <stdbool.h> and no conditional around the extern ""C""?

  #include <sys/cdefs.h>
  #include <stdbool.h>

  __BEGIN_DECLS
  __END_DECLS

?

also, wouldn't you rather use uint32_t and int32_t than implicitly-sized types?
","also, wouldn't you rather use uint32_t and int32_t than implicitly-sized types?",suggestion
9f439833_6e39afeb,498,"Did you hit build issues here or is this just a cleanup?
",Did you hit build issues here or is this just a cleanup?,request for information
7f3264d4_cd929dd0,499,"Do we not really need a read barrier here (like the old GetReferent() call)? Maybe so since we call GetReferent() once above, assuming there's no thread suspension point between that and here.
",Do we not really need a read barrier here (like the old GetReferent() call)?,request for clarification
